model,len,proc,itr,time
MS4,8192,2,81,1.730986
FD4,8192,2,81,0.558127
MS2,8192,2,81,3.198981
FD2,8192,2,81,1.015533
MS4,8192,4,81,0.496579
FD4,8192,4,81,0.380596
MS2,8192,4,81,0.960140
FD2,8192,4,81,0.709095
MS4,8192,8,81,0.341169
FD4,8192,8,81,0.268744
MS2,8192,8,81,0.658154
FD2,8192,8,81,0.514658
MS4,8192,16,81,0.327207
FD4,8192,16,81,0.266063
MS2,8192,16,81,0.680985
FD2,8192,16,81,0.508391
MS4,8192,32,81,0.352391
FD4,8192,32,81,0.264444
MS2,8192,32,81,0.660708
FD2,8192,32,81,0.519296
MS4,16384,2,94,7.772413
FD4,16384,2,94,2.467745
MS2,16384,2,94,14.258337
FD2,16384,2,94,4.450723
MS4,16384,4,94,2.299861
FD4,16384,4,94,1.758302
MS2,16384,4,94,4.399536
FD2,16384,4,94,3.224839
MS4,16384,8,94,1.980843
FD4,16384,8,94,1.636273
MS2,16384,8,94,3.817616
FD2,16384,8,94,3.018704
MS4,16384,16,94,1.974611
FD4,16384,16,94,1.625686
MS2,16384,16,94,3.769652
FD2,16384,16,94,3.007200
MS4,16384,32,94,2.209075
FD4,16384,32,94,1.621343
MS2,16384,32,94,4.557921
FD2,16384,32,94,3.112633
MS4,32768,2,109,38.115913
FD4,32768,2,109,12.428164
MS2,32768,2,109,69.469216
FD2,32768,2,109,22.184053
MS4,32768,4,109,11.434532
FD4,32768,4,109,8.620206
MS2,32768,4,109,21.538068
FD2,32768,4,109,15.607317
MS4,32768,8,109,9.760061
FD4,32768,8,109,8.127502
MS2,32768,8,109,18.563224
FD2,32768,8,109,14.782151
MS4,32768,16,109,9.672601
FD4,32768,16,109,8.081997
MS2,32768,16,109,18.403171
FD2,32768,16,109,14.661438
MS4,32768,32,109,9.800314
FD4,32768,32,109,8.135784
MS2,32768,32,109,18.785516
FD2,32768,32,109,14.816515
MS4,65536,2,122,165.695206
FD4,65536,2,122,54.442963
MS2,65536,2,122,300.907628
FD2,65536,2,122,96.411754
MS4,65536,4,122,48.689795
FD4,65536,4,122,37.595451
MS2,65536,4,122,91.340148
FD2,65536,4,122,67.537001
MS4,65536,8,122,31.688627
FD4,65536,8,122,26.220409
MS2,65536,8,122,60.846746
FD2,65536,8,122,48.113266
MS4,65536,16,122,24.412057
FD4,65536,16,122,20.466704
MS2,65536,16,122,47.864441
FD2,65536,16,122,38.311634
MS4,65536,32,122,26.956387
FD4,65536,32,122,20.878345
MS2,65536,32,122,56.180964
FD2,65536,32,122,40.147697
SQ4,128,1,28,0.000478
SQ2,128,1,28,0.001066
SQ4,256,1,33,0.001473
SQ2,256,1,32,0.002471
SQ4,512,1,40,0.004054
SQ2,512,1,39,0.008388
SQ4,1024,1,48,0.016034
SQ2,1024,1,48,0.035442
SQ4,2048,1,64,0.085979
SQ2,2048,1,60,0.180484
SQ4,4096,1,70,0.348748
SQ2,4096,1,70,0.774849
SQ4,8192,1,81,1.574817
SQ2,8192,1,81,3.512978
SQ4,16384,1,94,7.038354
SQ2,16384,1,94,15.778783
SQ4,32768,1,109,34.347902
SQ2,32768,1,109,77.242827
SQ4,65536,1,122,148.769201
SQ2,65536,1,122,335.311795
