model,len,proc,itr,time
MS4,32768,32,112,4.995896
FD4,32768,32,112,4.155515
MS2,32768,32,110,9.724789
FD2,32768,32,110,7.913088
MS4,65536,2,122,162.114659
FD4,65536,2,122,52.215802
MS2,65536,2,122,295.502898
FD2,65536,2,122,92.745485
MS4,65536,4,122,49.987367
FD4,65536,4,122,39.111196
MS2,65536,4,122,93.588183
FD2,65536,4,122,70.247542
MS4,65536,8,122,42.912274
FD4,65536,8,122,35.745857
MS2,65536,8,122,81.113175
FD2,65536,8,122,64.526464
MS4,65536,16,122,42.174499
FD4,65536,16,122,35.237575
MS2,65536,16,122,79.591585
FD2,65536,16,122,63.724050
MS4,65536,32,122,39.165878
FD4,65536,32,122,33.515666
MS2,65536,32,122,80.741043
FD2,65536,32,122,61.708729
SQ4,128,1,27,0.000469
SQ2,128,1,27,0.000941
SQ4,256,1,35,0.001598
SQ2,256,1,35,0.002808
SQ4,512,1,39,0.003850
SQ2,512,1,39,0.008465
SQ4,1024,1,51,0.017840
SQ2,1024,1,50,0.039762
SQ4,2048,1,61,0.080089
SQ2,2048,1,60,0.175545
SQ4,4096,1,73,0.386699
SQ2,4096,1,71,0.833513
SQ4,8192,1,85,1.760381
SQ2,8192,1,83,3.866360
SQ4,16384,1,95,7.289815
SQ2,16384,1,95,16.323701
SQ4,32768,1,112,35.518685
SQ2,32768,1,110,78.723709
SQ4,65536,1,122,145.918169
SQ2,65536,1,122,328.515391
