model,len,proc,itr,time
MS4,4096,8,72,0.090181
FD4,4096,8,72,0.070111
MS2,4096,8,72,0.190294
FD2,4096,8,72,0.142289
MS4,4096,16,72,0.096300
FD4,4096,16,72,0.070573
MS2,4096,16,72,0.206172
FD2,4096,16,72,0.140064
MS4,4096,32,72,0.102350
FD4,4096,32,72,0.075404
MS2,4096,32,72,0.217298
FD2,4096,32,72,0.140682
MS4,8192,2,87,1.996961
FD4,8192,2,87,0.680757
MS2,8192,2,83,3.511334
FD2,8192,2,83,1.134026
MS4,8192,4,87,0.469038
FD4,8192,4,87,0.360578
MS2,8192,4,83,0.809008
FD2,8192,4,83,0.593237
MS4,8192,8,87,0.421644
FD4,8192,8,87,0.254008
MS2,8192,8,83,0.716048
FD2,8192,8,83,0.406543
MS4,8192,16,87,0.313968
FD4,8192,16,87,0.260673
MS2,8192,16,83,0.545386
FD2,8192,16,83,0.405644
MS4,8192,32,87,0.347318
FD4,8192,32,87,0.256085
MS2,8192,32,83,0.631720
FD2,8192,32,83,0.402687
MS4,16384,2,96,8.395132
FD4,16384,2,96,2.774100
MS2,16384,2,95,15.305904
FD2,16384,2,95,4.900157
MS4,16384,4,96,2.580835
FD4,16384,4,96,2.030451
MS2,16384,4,95,4.808041
FD2,16384,4,95,3.626132
MS4,16384,8,96,2.343805
FD4,16384,8,96,1.943885
MS2,16384,8,95,4.377480
FD2,16384,8,95,3.494382
MS4,16384,16,96,2.349273
FD4,16384,16,96,1.933492
MS2,16384,16,95,4.349839
FD2,16384,16,95,3.458424
MS4,16384,32,96,2.621143
FD4,16384,32,96,1.978509
MS2,16384,32,95,5.299501
FD2,16384,32,95,3.498191
MS4,32768,2,110,36.988129
FD4,32768,2,110,11.111962
MS2,32768,2,109,66.882192
FD2,32768,2,109,19.641700
MS4,32768,4,110,9.975569
FD4,32768,4,110,7.712149
MS2,32768,4,109,18.592947
FD2,32768,4,109,13.779343
MS4,32768,8,110,8.752559
FD4,32768,8,110,7.289527
MS2,32768,8,109,16.448907
FD2,32768,8,109,13.078447
MS4,32768,16,110,8.697788
FD4,32768,16,110,7.233664
MS2,32768,16,109,16.370433
FD2,32768,16,109,13.009602
MS4,32768,32,110,9.820684
FD4,32768,32,110,7.286301
MS2,32768,32,109,16.572554
FD2,32768,32,109,14.001088
MS4,65536,2,122,164.441617
FD4,65536,2,122,54.953848
MS2,65536,2,122,298.578358
FD2,65536,2,122,97.414307
MS4,65536,4,122,51.310035
FD4,65536,4,122,39.947253
MS2,65536,4,122,96.230727
FD2,65536,4,122,71.508689
MS4,65536,8,122,45.193722
FD4,65536,8,122,37.475945
MS2,65536,8,122,84.989741
FD2,65536,8,122,67.457330
MS4,65536,16,122,44.281877
FD4,65536,16,122,37.171157
MS2,65536,16,122,83.605343
FD2,65536,16,122,66.783220
MS4,65536,32,122,50.206638
FD4,65536,32,122,37.742824
MS2,65536,32,122,102.019962
FD2,65536,32,122,70.922902
SQ4,128,1,24,0.000409
SQ2,128,1,24,0.000923
SQ4,256,1,32,0.001256
SQ2,256,1,31,0.002424
SQ4,512,1,40,0.003793
SQ2,512,1,40,0.008291
SQ4,1024,1,51,0.017270
SQ2,1024,1,50,0.038003
SQ4,2048,1,59,0.074781
SQ2,2048,1,59,0.167215
SQ4,4096,1,72,0.359059
SQ2,4096,1,72,0.799021
SQ4,8192,1,87,1.811231
SQ2,8192,1,83,3.866368
SQ4,16384,1,96,7.587703
SQ2,16384,1,95,16.898968
SQ4,32768,1,110,33.306237
SQ2,32768,1,109,74.326811
SQ4,65536,1,122,148.125637
SQ2,65536,1,122,333.243589
